gene	hits	maxp	avg_af	avg_maf	avg_beta
Temecula1_24510	88	11.068542129310995	0.08005795454545452	0.08005795454545452	0.6813522727272724
Temecula1_14360	88	11.068542129310995	0.08005795454545452	0.08005795454545452	0.6813522727272724
pilY1_1	373	15.97469413473523	0.42187238605898236	0.42187238605898236	0.7181152815013383
pilY1_3	376	15.97469413473523	0.41892606382978836	0.41892606382978836	0.7190558510638277
Temecula1_02420	411	14.272458742971443	0.11045547445255488	0.11045547445255488	0.731109489051095
Temecula1_03530	411	14.272458742971443	0.11045547445255488	0.11045547445255488	0.731109489051095
Temecula1_20590|Temecula1_20580	55	10.260427655549908	0.0451	0.0451	0.7830000000000007
Temecula1_11180|Temecula1_11190	55	10.260427655549908	0.0451	0.0451	0.7830000000000007
Temecula1_20570	120	14.53313237964589	0.06490750000000006	0.06490750000000006	0.7294583333333328
Temecula1_11190	47	10.260427655549908	0.06289148936170214	0.06289148936170214	0.6759361702127656
Temecula1_20560	45	13.747146969020108	0.06617999999999997	0.06617999999999997	0.6749111111111105
Temecula1_20590	40	10.260427655549908	0.06205000000000003	0.06205000000000003	0.6809999999999999
Temecula1_11170	106	14.53313237964589	0.0592424528301887	0.0592424528301887	0.7466132075471694
Temecula1_12730	64	11.251037138743838	0.060200000000000024	0.060200000000000024	0.728000000000001
Temecula1_04210	100	13.747146969020108	0.059288000000000014	0.059288000000000014	0.7409599999999998
Temecula1_11180	58	10.94692155651658	0.04548965517241381	0.04548965517241381	0.7808620689655179
Temecula1_20580	58	10.94692155651658	0.04548965517241381	0.04548965517241381	0.7808620689655179
Temecula1_08330	1375	17.829738284605043	0.21069578181818166	0.21069578181818166	0.6296749090909097
Temecula1_17340	100	10.279014255846262	0.045100000000000015	0.045100000000000015	0.7819999999999979
Temecula1_13690	101	11.6345120151091	0.06911188118811887	0.06911188118811887	0.6628415841584161
Temecula1_11040	88	11.6345120151091	0.07034318181818187	0.07034318181818187	0.6521704545454547
Temecula1_14270	60	12.03810452633215	0.07269333333333332	0.07269333333333332	0.6686833333333335
Temecula1_24390	34	12.03810452633215	0.07651176470588236	0.07651176470588236	0.681441176470588
Temecula1_24350	70	9.774690718274137	0.06770000000000001	0.06770000000000001	0.6460000000000006
Temecula1_13660	112	9.774690718274137	0.07024464285714298	0.07024464285714298	0.6337857142857147
Temecula1_11010	105	9.774690718274137	0.07041428571428582	0.07041428571428582	0.632971428571429
Temecula1_15570	55	11.6345120151091	0.08542727272727273	0.08542727272727273	0.7204727272727277
Temecula1_11210	8	10.260427655549908	0.0451	0.0451	0.7830000000000001
Temecula1_20610	8	10.260427655549908	0.0451	0.0451	0.7830000000000001
Temecula1_15560|Temecula1_15570	3	11.6345120151091	0.0602	0.0602	0.742
