gene	hits	maxp	avg_af	avg_maf	avg_beta
Temecula1_24510	122	10.899629454882437	0.11020573770491807	0.11020573770491807	3.322459016393444
Temecula1_14360	122	10.899629454882437	0.11020573770491807	0.11020573770491807	3.322459016393444
pilY1_1	324	12.671620396561263	0.4006969135802472	0.4006969135802472	3.681759259259253
pilY1_2	286	12.671620396561263	0.3918139860139863	0.3918139860139863	3.8832867132867066
Temecula1_02420	411	11.26841123481326	0.11045547445255488	0.11045547445255488	3.855109489051103
Temecula1_03530	411	11.26841123481326	0.11045547445255488	0.11045547445255488	3.855109489051103
Temecula1_24480	19	8.557520230935552	0.28599999999999987	0.28599999999999987	2.32
Temecula1_24390	86	12.343901797987169	0.2022558139534884	0.2022558139534884	2.945348837209302
Temecula1_14300	61	12.343901797987169	0.2565409836065574	0.2565409836065574	2.5311475409836053
dnaA	87	9.910094888560602	0.42440229885057434	0.42440229885057434	2.7877011494252875
Temecula1_15600	23	13.032452023781138	0.2737826086956522	0.2737826086956522	2.7347826086956517
Temecula1_11550	23	13.032452023781138	0.23073913043478267	0.23073913043478267	2.7773913043478267
Temecula1_04240	98	11.025488307262671	0.20035714285714276	0.20035714285714276	2.631632653061228
Temecula1_14330	113	12.168130225719498	0.17547787610619472	0.17547787610619472	2.7729203539823017
Temecula1_24410	149	12.168130225719498	0.18113422818791952	0.18113422818791952	2.686442953020136
Temecula1_24460	122	12.168130225719498	0.17855737704918045	0.17855737704918045	2.745163934426231
Temecula1_16470	200	10.518557371497694	0.19763000000000017	0.19763000000000017	2.5598000000000027
Temecula1_17340	70	10.053547734986926	0.22421428571428578	0.22421428571428578	2.4821428571428585
Temecula1_13070	229	13.371611069949688	0.1930436681222708	0.1930436681222708	2.59471615720524
Temecula1_19890	229	13.371611069949688	0.1930436681222708	0.1930436681222708	2.59471615720524
Temecula1_15340	221	13.371611069949688	0.19180090497737554	0.19180090497737554	2.61814479638009
Temecula1_13660	44	11.4089353929735	0.2446818181818182	0.2446818181818182	2.512272727272726
Temecula1_24350	44	11.4089353929735	0.2446818181818182	0.2446818181818182	2.512272727272726
Temecula1_11010	41	11.4089353929735	0.23946341463414633	0.23946341463414633	2.527804878048779
Temecula1_19570	45	11.790484985457368	0.1726666666666666	0.1726666666666666	2.7755555555555547
Temecula1_19560	22	9.752026733638193	0.18000000000000005	0.18000000000000005	2.630000000000001
Temecula1_08330	1038	14.510041520575164	0.20498911368015568	0.20498911368015568	3.2395375722543376
Temecula1_20570	72	11.16304326294045	0.05807083333333334	0.05807083333333334	4.202083333333332
xerC_6	36	10.497572880015568	0.18511111111111103	0.18511111111111103	2.7055555555555557
xerC_1	52	14.191789027075778	0.17892307692307685	0.17892307692307685	2.8546153846153834
xerC_5	49	14.191789027075778	0.1797755102040816	0.1797755102040816	2.83408163265306
xerC_3	99	15.274088367704952	0.17271717171717135	0.17271717171717135	2.9165656565656555
Temecula1_14270	25	10.540607512240769	0.06980000000000003	0.06980000000000003	3.9560000000000017
Temecula1_13760	55	11.025488307262671	0.19469090909090903	0.19469090909090903	2.643818181818182
Temecula1_13090	29	11.025488307262671	0.19420689655172413	0.19420689655172413	2.7068965517241383
Temecula1_04210	13	10.586700235918748	0.06301538461538461	0.06301538461538461	4.273076923076924
xerC_4	65	15.274088367704952	0.1688461538461537	0.1688461538461537	2.9363076923076914
Temecula1_04060|Temecula1_04070	17	9.462180904926726	0.18800000000000003	0.18800000000000003	2.56
Temecula1_24530	37	12.045757490560675	0.19843243243243242	0.19843243243243242	2.781351351351354
Temecula1_14380	35	12.045757490560675	0.1994857142857143	0.1994857142857143	2.7728571428571454
Temecula1_11270	22	10.554395796726402	0.21100000000000002	0.21100000000000002	2.68
Temecula1_10320	22	9.141462802430361	0.23299999999999998	0.23299999999999998	2.450000000000001
Temecula1_10470	22	9.141462802430361	0.23299999999999998	0.23299999999999998	2.450000000000001
Temecula1_10640	22	9.141462802430361	0.23299999999999998	0.23299999999999998	2.450000000000001
Temecula1_12730	20	10.856985199745905	0.18870000000000003	0.18870000000000003	2.5854999999999997
Temecula1_08620	25	10.709965388637482	0.21495999999999998	0.21495999999999998	2.6487999999999996
Temecula1_11810	25	10.709965388637482	0.21495999999999998	0.21495999999999998	2.5059999999999985
Temecula1_13790	18	10.709965388637482	0.21377777777777776	0.21377777777777776	2.51611111111111
Temecula1_04260	22	10.497572880015568	0.18000000000000005	0.18000000000000005	2.7199999999999993
Temecula1_15570	55	8.705533773838408	0.08542727272727273	0.08542727272727273	3.7592727272727275
Temecula1_13100	13	8.518557371497694	0.226	0.226	2.36
Temecula1_19920	13	8.518557371497694	0.226	0.226	2.36
Temecula1_04250	13	8.518557371497694	0.226	0.226	2.36
Temecula1_13770	13	8.518557371497694	0.226	0.226	2.36
Temecula1_04230|Temecula1_04240	8	9.703334809738468	0.29062499999999997	0.29062499999999997	2.2824999999999998
Temecula1_19900|Temecula1_19910	8	9.703334809738468	0.29062499999999997	0.29062499999999997	2.2824999999999998
Temecula1_13750|Temecula1_13760	8	9.703334809738468	0.29062499999999997	0.29062499999999997	2.2824999999999998
Temecula1_13560	22	12.193141970481182	0.17300000000000001	0.17300000000000001	2.950000000000001
Temecula1_12400	112	12.721246399047171	0.2632589285714286	0.2632589285714286	2.4851785714285706
Temecula1_13120	12	10.709965388637482	0.21166666666666667	0.21166666666666667	2.534166666666667
Temecula1_19910	32	10.306273051076353	0.20356250000000004	0.20356250000000004	2.5562499999999995
Temecula1_20560	7	10.586700235918748	0.052599999999999994	0.052599999999999994	4.420000000000001
Temecula1_12670	44	9.882728704344236	0.20299999999999996	0.20299999999999996	2.524999999999999
Temecula1_04150	44	9.882728704344236	0.20299999999999996	0.20299999999999996	2.524999999999999
Temecula1_11170	41	11.16304326294045	0.0607170731707317	0.0607170731707317	4.275365853658538
Temecula1_13080|Temecula1_13090	23	9.703334809738468	0.22160869565217392	0.22160869565217392	2.4321739130434774
Temecula1_04250|Temecula1_04260	22	10.497572880015568	0.1854545454545455	0.1854545454545455	2.6449999999999996
Temecula1_10890	10	13.744727494896694	0.19549999999999995	0.19549999999999995	3.074
Temecula1_18470	46	9.954677021213342	0.2733695652173914	0.2733695652173914	2.373478260869566
Temecula1_24490	44	12.312471038785366	0.21109090909090897	0.21109090909090897	2.6109090909090913
Temecula1_14340	44	12.312471038785366	0.21109090909090897	0.21109090909090897	2.6109090909090913
Temecula1_11560	11	8.61798295742513	0.29890909090909096	0.29890909090909096	2.391818181818182
Temecula1_19880	11	8.61798295742513	0.29890909090909096	0.29890909090909096	2.391818181818182
Temecula1_13060	11	8.61798295742513	0.29890909090909096	0.29890909090909096	2.391818181818182
Temecula1_04100	29	10.228412519118745	0.23813793103448266	0.23813793103448266	2.498275862068966
Temecula1_12640	29	10.228412519118745	0.23813793103448266	0.23813793103448266	2.498275862068966
Temecula1_12610	19	8.906578314837764	0.16542105263157897	0.16542105263157897	2.535263157894736
Temecula1_04070	5	8.906578314837764	0.165	0.165	2.54
Temecula1_18460	47	12.721246399047171	0.27659574468085096	0.27659574468085096	2.6019148936170216
Temecula1_14310	7	8.465973893943865	0.23300000000000004	0.23300000000000004	2.43
Temecula1_03440	13	9.40340290437354	0.2593076923076923	0.2593076923076923	2.393846153846154
Temecula1_13690	18	8.705533773838408	0.060200000000000004	0.060200000000000004	3.8400000000000016
Temecula1_13540	14	13.494850021680094	0.15799999999999997	0.15799999999999997	3.1599999999999997
Temecula1_15560|Temecula1_15570	3	8.705533773838408	0.0602	0.0602	3.84
Temecula1_20580	1	8.474955192963154	0.0526	0.0526	4.08
Temecula1_11180	1	8.474955192963154	0.0526	0.0526	4.08
Temecula1_10910	1	12.193141970481182	0.173	0.173	2.95
Temecula1_13770|Temecula1_13780	1	10.223298816011589	0.188	0.188	2.61
Temecula1_19920|Temecula1_19930	1	10.223298816011589	0.188	0.188	2.61
Temecula1_11040	6	8.705533773838408	0.0602	0.0602	3.84
