gene	hits	maxp	avg_af	avg_maf	avg_beta
pilY1_2	33	9.94692155651658	0.34560606060606064	0.34560606060606064	1.3351515151515145
pilY1_1	69	9.94692155651658	0.39575362318840557	0.39575362318840557	1.1796231884057973
Temecula1_11550	16	11.563837352959244	0.2226875	0.2226875	1.1731250000000002
Temecula1_14330	90	10.521433504406156	0.16972222222222214	0.16972222222222214	1.1812222222222233
Temecula1_24410	90	10.521433504406156	0.16972222222222214	0.16972222222222214	1.1812222222222233
Temecula1_24460	90	10.521433504406156	0.16972222222222214	0.16972222222222214	1.1812222222222233
Temecula1_17340	43	8.667561540084394	0.22041860465116278	0.22041860465116278	1.0739534883720923
Temecula1_19890	73	10.543633966870956	0.22772602739726036	0.22772602739726036	1.1142465753424653
Temecula1_13070	73	10.543633966870956	0.22772602739726036	0.22772602739726036	1.1142465753424653
Temecula1_15340	78	10.543633966870956	0.2324743589743591	0.2324743589743591	1.1238461538461528
Temecula1_14300	20	10.896196279044043	0.22915000000000002	0.22915000000000002	1.1735000000000002
Temecula1_24390	40	10.896196279044043	0.148425	0.148425	1.4217499999999998
Temecula1_13660	22	9.40340290437354	0.19995454545454547	0.19995454545454547	1.1154545454545457
Temecula1_24350	22	9.40340290437354	0.19995454545454547	0.19995454545454547	1.1154545454545457
Temecula1_11010	22	9.40340290437354	0.19995454545454547	0.19995454545454547	1.1154545454545457
xerC_6	22	8.540607512240769	0.18836363636363637	0.18836363636363637	1.1063636363636362
xerC_1	38	10.245651664288982	0.17852631578947367	0.17852631578947367	1.1626315789473685
xerC_5	35	10.245651664288982	0.17968571428571428	0.17968571428571428	1.156
xerC_3	66	11.21824462534753	0.1729090909090907	0.1729090909090907	1.1960606060606058
Temecula1_08330	252	10.645891560852599	0.28506746031746055	0.28506746031746055	1.186206349206349
Temecula1_04240	66	9.625251653989896	0.20903030303030315	0.20903030303030315	1.1096969696969696
Temecula1_13760	44	9.625251653989896	0.20159090909090907	0.20159090909090907	1.122272727272727
Temecula1_13090	28	9.625251653989896	0.19442857142857142	0.19442857142857142	1.15
xerC_4	32	11.21824462534753	0.16525	0.16525	1.2412499999999997
Temecula1_14380	35	8.777283528852417	0.1994857142857143	0.1994857142857143	1.1111428571428577
Temecula1_24530	37	8.777283528852417	0.19843243243243242	0.19843243243243242	1.1121621621621627
Temecula1_11270	22	8.777283528852417	0.21100000000000002	0.21100000000000002	1.1000000000000003
Temecula1_10320	22	8.493494967595128	0.23299999999999998	0.23299999999999998	1.0599999999999998
Temecula1_10470	22	8.493494967595128	0.23299999999999998	0.23299999999999998	1.0599999999999998
Temecula1_10640	22	8.493494967595128	0.23299999999999998	0.23299999999999998	1.0599999999999998
Temecula1_15600	17	11.563837352959244	0.28005882352941175	0.28005882352941175	1.1964705882352942
Temecula1_11560	28	9.452225294612177	0.30846428571428575	0.30846428571428575	1.095357142857143
Temecula1_19570	23	9.049635145623878	0.1656521739130435	0.1656521739130435	1.1678260869565222
Temecula1_08620	24	8.832682665251824	0.21483333333333332	0.21483333333333332	1.0916666666666666
Temecula1_04260	22	8.53313237964589	0.18000000000000005	0.18000000000000005	1.1099999999999997
Temecula1_12730	11	9.193141970481182	0.18799999999999997	0.18799999999999997	1.0999999999999999
Temecula1_14270	20	9.012333735073726	0.06770000000000001	0.06770000000000001	1.6700000000000006
Temecula1_19900|Temecula1_19910	7	8.448550002027124	0.301	0.301	0.9459999999999998
Temecula1_13750|Temecula1_13760	7	8.448550002027124	0.301	0.301	0.9459999999999998
